transaction_id,customer_id,amount,payment_method,failure_reason,retry_count,previous_success_count,previous_failure_count,historical_success_rate,device_type,channel,transaction_hour,recovery_probability,recovered,recovered_amount
TXN_001182,1793,862.17,Debit Card,Insufficient Funds,1,15,2,0.8823529411764706,Mobile,Web,14,0.5197563397058822,0,0.0
TXN_001183,2862,347.26,UPI,Gateway Error,1,11,4,0.7333333333333333,Mobile,App,14,0.73163185,0,0.0
TXN_001184,1637,692.74,UPI,Gateway Error,1,10,1,0.9090909090909091,Desktop,App,5,0.8362226954545454,0,0.0
TXN_001185,1646,513.99,UPI,Authentication Failure,0,6,5,0.5454545454545454,Mobile,App,9,0.5884877522727273,1,513.99
TXN_001186,2468,506.68,Credit Card,Network Timeout,2,4,3,0.5714285714285714,Mobile,App,9,0.5940904428571429,0,0.0
TXN_001187,1206,857.11,Credit Card,Authentication Failure,1,3,1,0.75,Mobile,App,16,0.6403572250000001,0,0.0
TXN_001188,2873,319.73,UPI,Expired Card,0,8,5,0.6153846153846154,Mobile,App,7,0.3309314442307692,1,319.73
TXN_001189,1855,253.7,UPI,Authentication Failure,1,7,4,0.6363636363636364,Mobile,App,12,0.5736839318181818,1,253.7
TXN_001190,567,994.44,UPI,Gateway Error,3,9,3,0.75,Mobile,App,11,0.6000139000000001,1,994.44
TXN_001191,2419,434.72,UPI,Network Timeout,1,6,2,0.75,Desktop,Web,18,0.7714132,1,434.72
TXN_001192,936,504.71,Net Banking,Gateway Error,3,10,2,0.8333333333333334,Mobile,App,5,0.651238225,1,504.71
TXN_001193,1935,142.16,Wallet,Gateway Error,1,5,1,0.8333333333333334,Desktop,App,22,0.7921446,1,142.16
TXN_001194,2709,1437.22,UPI,Bank Decline,2,6,0,1.0,Mobile,Web,12,0.56890695,1,1437.22
TXN_001195,1333,1011.52,UPI,Authentication Failure,2,5,2,0.7142857142857143,Desktop,App,12,0.5485426285714285,0,0.0
TXN_001196,202,1171.99,Net Banking,Bank Decline,1,8,4,0.6666666666666666,Desktop,App,19,0.439570025,1,1171.99
TXN_001197,2361,906.74,UPI,Authentication Failure,2,4,6,0.4,Mobile,App,14,0.36023315,0,0.0
TXN_001198,117,197.8,Net Banking,Bank Decline,3,4,2,0.6666666666666666,Mobile,App,15,0.3020055,1,197.8
TXN_001199,937,798.87,UPI,Network Timeout,0,6,0,1.0,Mobile,App,19,0.95,1,798.87
TXN_001200,575,408.58,Credit Card,Network Timeout,0,8,3,0.7272727272727273,Mobile,App,17,0.8278421863636364,1,408.58
TXN_001201,2292,307.88,Debit Card,Authentication Failure,3,3,0,1.0,Desktop,App,1,0.6517303000000001,0,0.0
TXN_001202,537,992.31,UPI,Gateway Error,3,12,1,0.9230769230769231,Mobile,Web,16,0.7038653788461537,1,992.31
TXN_001203,1626,2506.91,UPI,Network Timeout,0,5,3,0.625,Mobile,App,6,0.7612327249999999,0,0.0
TXN_001204,2123,2196.61,Debit Card,Network Timeout,3,3,3,0.5,Desktop,App,14,0.47700847499999993,1,2196.61
TXN_001205,386,1094.13,Wallet,Gateway Error,0,8,1,0.8888888888888888,Desktop,Web,0,0.8930980083333333,0,0.0
TXN_001206,475,649.25,Credit Card,Insufficient Funds,0,5,1,0.8333333333333334,Desktop,App,4,0.5608768749999999,1,649.25
TXN_001207,418,559.79,Debit Card,Gateway Error,3,7,0,1.0,Mobile,App,4,0.751100525,0,0.0
TXN_001208,2395,322.59,Net Banking,Authentication Failure,0,7,1,0.875,Desktop,App,11,0.786693525,1,322.59
TXN_001209,2688,536.04,UPI,Gateway Error,1,6,2,0.75,Mobile,Web,11,0.7411599,1,536.04
TXN_001210,939,1375.84,UPI,Gateway Error,2,9,3,0.75,Mobile,App,8,0.6690604,1,1375.84
TXN_001211,955,2859.81,UPI,Authentication Failure,1,6,3,0.6666666666666666,Mobile,Web,15,0.585350475,0,0.0
TXN_001212,876,346.13,UPI,Insufficient Funds,1,10,0,1.0,Mobile,App,8,0.5916346750000001,1,346.13
TXN_001213,763,134.83,Debit Card,Bank Decline,0,8,5,0.6153846153846154,Mobile,App,16,0.4813936942307692,0,0.0
TXN_001214,1203,434.98,UPI,Network Timeout,1,9,2,0.8181818181818182,Mobile,App,21,0.8123216409090908,1,434.98
TXN_001215,1206,1370.82,UPI,Gateway Error,0,3,1,0.75,Desktop,App,13,0.80907295,1,1370.82
TXN_001216,664,3490.58,UPI,Authentication Failure,0,10,0,1.0,Mobile,Web,18,0.8537735500000001,1,3490.58
TXN_001217,25,1897.01,UPI,Insufficient Funds,0,9,1,0.9,Mobile,Web,16,0.597757475,0,0.0
TXN_001218,1991,1859.81,UPI,Network Timeout,3,8,0,1.0,Mobile,Web,23,0.777850475,1,1859.81
TXN_001219,1204,337.09,UPI,Insufficient Funds,0,10,0,1.0,Mobile,App,21,0.661657275,1,337.09
TXN_001220,710,344.77,Net Banking,Authentication Failure,0,4,2,0.6666666666666666,Mobile,App,20,0.661638075,1,344.77
TXN_001221,1880,230.66,Debit Card,Bank Decline,2,9,2,0.8181818181818182,Mobile,Web,5,0.4628324409090909,1,230.66
TXN_001222,1185,390.57,Net Banking,Network Timeout,1,8,2,0.8,Mobile,App,15,0.801523575,1,390.57
TXN_001223,2225,1381.99,Net Banking,Bank Decline,1,9,1,0.9,Mobile,App,2,0.5790450250000001,1,1381.99
TXN_001224,285,2439.6,Net Banking,Insufficient Funds,1,13,1,0.9285714285714286,Desktop,App,8,0.5435438571428571,1,2439.6
TXN_001225,63,876.92,UPI,Network Timeout,1,9,2,0.8181818181818182,Mobile,App,15,0.8112167909090908,0,0.0
TXN_001226,1003,542.35,Net Banking,Insufficient Funds,2,7,2,0.7777777777777778,Mobile,Web,5,0.3878107916666666,0,0.0
TXN_001227,662,283.33,Credit Card,Gateway Error,2,7,1,0.875,Mobile,Web,5,0.746791675,1,283.33
TXN_001228,2714,607.89,UPI,Network Timeout,1,8,2,0.8,Mobile,App,18,0.800980275,1,607.89
TXN_001229,2204,782.51,Credit Card,Expired Card,1,10,1,0.9090909090909091,Mobile,Web,14,0.43599827045454537,0,0.0
TXN_001230,1493,206.34,UPI,Bank Decline,1,8,1,0.8888888888888888,Mobile,App,11,0.5753174833333332,1,206.34
TXN_001231,967,1390.17,UPI,Authentication Failure,1,11,0,1.0,Desktop,App,1,0.789024575,0,0.0
TXN_001232,849,473.84,UPI,Network Timeout,1,14,3,0.8235294117647058,Desktop,App,19,0.8154330470588234,1,473.84
TXN_001233,1108,1324.95,UPI,Insufficient Funds,1,7,1,0.875,Desktop,App,0,0.5141876249999999,1,1324.95
TXN_001234,689,659.36,Debit Card,Insufficient Funds,2,4,5,0.4444444444444444,Mobile,App,4,0.18751826666666663,0,0.0
TXN_001235,148,843.68,UPI,Insufficient Funds,0,6,1,0.8571428571428571,Mobile,App,12,0.5746765142857142,0,0.0
TXN_001236,342,379.34,Debit Card,Bank Decline,2,13,9,0.5909090909090909,Mobile,Web,6,0.3260971045454546,0,0.0
TXN_001237,2524,504.87,UPI,Network Timeout,0,7,4,0.6363636363636364,Mobile,App,3,0.7730560068181818,1,504.87
TXN_001238,1087,1111.69,UPI,Bank Decline,1,10,0,1.0,Mobile,Web,19,0.6397207750000001,1,1111.69
TXN_001239,1725,598.72,UPI,Insufficient Funds,1,9,2,0.8181818181818182,Tablet,App,2,0.4819122909090909,0,0.0
TXN_001240,1384,274.79,Net Banking,Expired Card,1,7,0,1.0,Mobile,App,12,0.491813025,1,274.79
TXN_001241,2609,727.24,Wallet,Gateway Error,1,13,2,0.8666666666666667,Tablet,App,17,0.8106819000000001,1,727.24
TXN_001242,327,905.55,UPI,Insufficient Funds,2,9,3,0.75,Mobile,App,18,0.37023612499999997,0,0.0
TXN_001243,1793,1994.82,Wallet,Network Timeout,3,15,2,0.8823529411764706,Mobile,App,8,0.7069247147058824,1,1994.82
TXN_001244,1760,1672.45,Debit Card,Network Timeout,1,6,1,0.8571428571428571,Mobile,App,10,0.832604589285714,1,1672.45
TXN_001245,990,631.62,UPI,Network Timeout,1,6,2,0.75,Mobile,App,19,0.77092095,1,631.62
TXN_001246,2263,429.29,Credit Card,Insufficient Funds,1,5,1,0.8333333333333334,Mobile,App,19,0.4914267749999999,1,429.29
TXN_001247,2483,554.11,Debit Card,Insufficient Funds,1,7,2,0.7777777777777778,Mobile,Web,12,0.4577813916666666,0,0.0
TXN_001248,952,437.47,Credit Card,Gateway Error,1,3,1,0.75,Desktop,App,11,0.741406325,0,0.0
TXN_001249,723,997.18,Credit Card,Authentication Failure,0,7,4,0.6363636363636364,Mobile,App,21,0.6418252318181819,1,997.18
TXN_001250,2080,1530.47,UPI,Gateway Error,1,10,3,0.7692307692307693,Desktop,Web,16,0.7502122865384615,0,0.0
TXN_001251,2718,1793.4,UPI,Bank Decline,3,9,3,0.75,Mobile,App,6,0.3480165,0,0.0
TXN_001252,2333,478.3,UPI,Gateway Error,1,13,2,0.8666666666666667,Desktop,App,18,0.8113042500000001,1,478.3
TXN_001253,429,441.59,Credit Card,Gateway Error,1,15,0,1.0,Mobile,Web,5,0.8913960250000001,1,441.59
TXN_001254,1501,475.18,Debit Card,Gateway Error,2,5,2,0.7142857142857143,Desktop,App,10,0.6498834785714286,1,475.18
TXN_001255,286,141.79,Debit Card,Insufficient Funds,4,10,3,0.7692307692307693,Desktop,App,9,0.24368398653846146,0,0.0
TXN_001256,2066,254.11,Credit Card,Authentication Failure,2,8,2,0.8,Mobile,App,7,0.6018647250000001,1,254.11
TXN_001257,769,647.01,UPI,Expired Card,0,7,1,0.875,Mobile,Web,7,0.485882475,0,0.0
TXN_001258,2638,900.92,UPI,Bank Decline,3,8,3,0.7272727272727273,Desktop,Web,7,0.3366113363636364,1,900.92
TXN_001259,1395,985.29,Net Banking,Bank Decline,0,9,1,0.9,Desktop,App,7,0.650036775,1,985.29
TXN_001260,194,356.24,UPI,Authentication Failure,3,11,0,1.0,Mobile,App,15,0.6516094000000001,1,356.24
TXN_001261,2550,449.04,Credit Card,Gateway Error,1,6,2,0.75,Mobile,App,13,0.7413774,1,449.04
TXN_001262,988,536.14,UPI,Gateway Error,1,6,1,0.8571428571428571,Mobile,App,2,0.8054453642857142,1,536.14
TXN_001263,1137,490.34,UPI,Gateway Error,0,10,2,0.8333333333333334,Mobile,App,7,0.86127415,1,490.34
TXN_001264,2162,1153.34,UPI,Bank Decline,0,11,1,0.9166666666666666,Mobile,App,1,0.65961665,1,1153.34
TXN_001265,1702,233.57,Debit Card,Authentication Failure,2,19,2,0.9047619047619048,Tablet,App,5,0.6647732178571429,0,0.0
TXN_001266,947,265.22,Credit Card,Bank Decline,2,9,2,0.8181818181818182,Desktop,Web,3,0.46274604090909094,0,0.0
TXN_001267,831,523.87,Credit Card,Network Timeout,1,10,3,0.7692307692307693,Mobile,App,15,0.7827287865384616,0,0.0
TXN_001268,1921,223.08,Net Banking,Gateway Error,0,8,3,0.7272727272727273,Mobile,App,10,0.7983059363636363,1,223.08
TXN_001269,2973,145.42,UPI,Gateway Error,3,7,1,0.875,Mobile,Web,13,0.67713645,1,145.42
TXN_001270,55,201.38,UPI,Authentication Failure,0,6,3,0.6666666666666666,Desktop,App,17,0.66199655,0,0.0
TXN_001271,800,547.76,UPI,Gateway Error,1,9,2,0.8181818181818182,Mobile,Web,4,0.782039690909091,1,547.76
TXN_001272,778,1101.5,UPI,Network Timeout,0,12,2,0.8571428571428571,Mobile,App,18,0.9040319642857141,1,1101.5
TXN_001273,1482,1120.01,Net Banking,Bank Decline,1,11,1,0.9166666666666666,Desktop,Web,20,0.589699975,0,0.0
TXN_001274,1902,2369.26,Net Banking,Gateway Error,3,9,2,0.8181818181818182,Desktop,App,8,0.6374859409090908,0,0.0
TXN_001275,2210,721.5,Credit Card,Network Timeout,3,9,1,0.9,Mobile,App,15,0.7206962499999999,1,721.5
TXN_001276,2135,803.49,Credit Card,Insufficient Funds,1,6,6,0.5,Desktop,App,2,0.290491275,0,0.0
TXN_001277,55,544.39,Net Banking,Network Timeout,2,6,3,0.6666666666666666,Desktop,App,0,0.651139025,1,544.39
TXN_001278,1824,565.97,Credit Card,Network Timeout,1,7,2,0.7777777777777778,Mobile,Web,18,0.7877517416666666,0,0.0
TXN_001279,1202,3513.74,UPI,Insufficient Funds,1,7,1,0.875,Desktop,App,8,0.5087156499999999,1,3513.74
TXN_001280,833,819.82,Debit Card,Network Timeout,0,12,2,0.8571428571428571,Mobile,Web,23,0.9047361642857141,1,819.82
TXN_001281,313,878.85,Debit Card,Gateway Error,1,7,1,0.875,Tablet,App,16,0.815302875,1,878.85
TXN_001282,2807,266.11,Credit Card,Gateway Error,0,8,2,0.8,Desktop,App,10,0.8418347250000001,1,266.11
TXN_001283,1859,923.65,UPI,Bank Decline,3,9,3,0.75,Mobile,App,9,0.350190875,1,923.65
TXN_001284,2008,1126.27,UPI,Authentication Failure,2,8,0,1.0,Mobile,App,16,0.7196843250000001,0,0.0
TXN_001285,2007,1616.87,Credit Card,Insufficient Funds,1,15,3,0.8333333333333334,Tablet,App,6,0.4884578249999999,0,0.0
TXN_001286,2491,1101.1,UPI,Authentication Failure,2,9,1,0.9,Mobile,App,5,0.65974725,0,0.0
TXN_001287,1791,601.01,Credit Card,Bank Decline,3,13,1,0.9285714285714286,Mobile,App,2,0.4581403321428571,0,0.0
TXN_001288,328,580.83,UPI,Authentication Failure,0,8,3,0.7272727272727273,Desktop,App,3,0.6974115613636364,1,580.83
TXN_001289,2809,627.87,Credit Card,Expired Card,2,11,1,0.9166666666666666,Mobile,App,19,0.370930325,0,0.0
TXN_001290,2627,724.69,UPI,Network Timeout,0,5,2,0.7142857142857143,Mobile,Web,8,0.8192597035714285,0,0.0
TXN_001291,1288,1833.75,Net Banking,Gateway Error,2,7,1,0.875,Mobile,App,21,0.742915625,0,0.0
TXN_001292,2144,1568.87,UPI,Expired Card,1,12,1,0.9230769230769231,Mobile,Web,11,0.4424239788461538,1,1568.87
TXN_001293,1112,1214.79,Credit Card,Authentication Failure,1,16,4,0.8,Mobile,Web,3,0.6694630250000001,1,1214.79
TXN_001294,1312,3372.36,UPI,Insufficient Funds,1,9,5,0.6428571428571429,Mobile,Web,17,0.3697833857142857,0,0.0
TXN_001295,2862,100.0,UPI,Expired Card,0,11,4,0.7333333333333333,Mobile,App,10,0.4022499999999999,0,0.0
TXN_001296,2539,460.33,Credit Card,Network Timeout,0,9,2,0.8181818181818182,Mobile,App,15,0.8822582659090908,1,460.33
TXN_001297,452,659.17,UPI,Gateway Error,1,10,1,0.9090909090909091,Mobile,App,4,0.8363066204545454,1,659.17
TXN_001298,1524,388.47,Credit Card,Gateway Error,2,5,5,0.5,Desktop,App,17,0.521528825,0,0.0
TXN_001299,165,316.14,UPI,Insufficient Funds,2,2,1,0.6666666666666666,Mobile,App,0,0.32170964999999996,1,316.14
TXN_001300,182,168.39,Credit Card,Authentication Failure,0,7,0,1.0,Desktop,Web,16,0.8620790250000001,1,168.39
TXN_001301,2517,518.5,Debit Card,Insufficient Funds,2,11,2,0.8461538461538461,Tablet,App,21,0.4288960576923076,0,0.0
TXN_001302,910,1359.98,Net Banking,Gateway Error,0,7,1,0.875,Mobile,Web,8,0.88410005,1,1359.98
TXN_001303,2783,1235.4,Credit Card,Insufficient Funds,1,9,3,0.75,Mobile,App,15,0.4394115,0,0.0
TXN_001304,823,364.42,Debit Card,Insufficient Funds,1,5,0,1.0,Mobile,App,11,0.5915889500000001,1,364.42
TXN_001305,944,793.3,Debit Card,Network Timeout,1,12,2,0.8571428571428571,Mobile,App,13,0.834802464285714,1,793.3
TXN_001306,2002,1970.57,UPI,Authentication Failure,3,6,2,0.75,Mobile,App,10,0.49757357500000005,0,0.0
TXN_001307,2055,197.15,Net Banking,Network Timeout,0,7,3,0.7,Tablet,Web,20,0.812007125,1,197.15
TXN_001308,330,585.77,Credit Card,Expired Card,0,7,1,0.875,Mobile,App,8,0.486035575,0,0.0
TXN_001309,775,836.48,UPI,Expired Card,2,13,4,0.7647058823529411,Desktop,App,3,0.2792323294117647,1,836.48
TXN_001310,2199,670.49,Net Banking,Bank Decline,0,5,2,0.7142857142857143,Mobile,App,15,0.5393952035714286,1,670.49
TXN_001311,147,1313.57,UPI,Bank Decline,0,11,3,0.7857142857142857,Mobile,App,21,0.5806446464285714,0,0.0
TXN_001312,915,200.69,Credit Card,Insufficient Funds,0,9,1,0.9,Mobile,Web,2,0.6019982749999999,0,0.0
TXN_001313,1572,297.48,Credit Card,Gateway Error,3,5,4,0.5555555555555556,Desktop,App,22,0.4850896333333333,0,0.0
TXN_001314,1309,1147.84,Credit Card,Network Timeout,1,5,3,0.625,Desktop,App,19,0.6946303999999999,1,1147.84
TXN_001315,2748,170.41,Credit Card,Gateway Error,2,7,1,0.875,Desktop,App,21,0.747073975,1,170.41
TXN_001316,82,1273.36,UPI,Bank Decline,0,10,3,0.7692307692307693,Mobile,App,21,0.5708550615384616,1,1273.36
TXN_001317,514,953.23,UPI,Expired Card,1,6,1,0.8571428571428571,Desktop,App,14,0.4044026392857142,1,953.23
TXN_001318,1921,1204.16,UPI,Network Timeout,1,8,3,0.7272727272727273,Mobile,App,3,0.7558532363636363,1,1204.16
TXN_001319,2863,456.95,UPI,Network Timeout,2,8,3,0.7272727272727273,Mobile,Web,10,0.6877212613636364,1,456.95
TXN_001320,2757,1000.12,Debit Card,Bank Decline,0,9,2,0.8181818181818182,Desktop,App,10,0.6009087909090909,0,0.0
TXN_001321,1940,260.39,Debit Card,Network Timeout,2,9,3,0.75,Desktop,Web,17,0.701849025,1,260.39
TXN_001322,746,477.42,UPI,Bank Decline,2,10,4,0.7142857142857143,Mobile,App,1,0.3998778785714286,1,477.42
TXN_001323,1410,684.76,UPI,Bank Decline,0,8,1,0.8888888888888888,Mobile,Web,15,0.6441214333333333,0,0.0
TXN_001324,707,324.08,UPI,Network Timeout,2,4,1,0.8,Desktop,App,13,0.7316898000000001,1,324.08
TXN_001325,471,791.94,UPI,Network Timeout,1,4,0,1.0,Mobile,App,5,0.9205201499999999,1,791.94
TXN_001326,396,266.3,Debit Card,Gateway Error,0,9,4,0.6923076923076923,Mobile,App,13,0.7772188653846155,1,266.3
TXN_001327,1556,824.62,UPI,Expired Card,1,10,1,0.9090909090909091,Mobile,Web,5,0.43589299545454535,1,824.62
TXN_001328,2309,2679.75,Credit Card,Gateway Error,5,7,3,0.7,Mobile,App,17,0.425800625,0,0.0
TXN_001329,805,243.39,Credit Card,Insufficient Funds,0,5,1,0.8333333333333334,Mobile,App,7,0.561891525,0,0.0
TXN_001330,934,653.24,Wallet,Insufficient Funds,0,9,2,0.8181818181818182,Mobile,App,22,0.5517759909090909,0,0.0
TXN_001331,1280,182.3,UPI,Bank Decline,0,8,1,0.8888888888888888,Mobile,App,2,0.6453775833333333,0,0.0
TXN_001332,1758,341.6,UPI,Gateway Error,1,11,4,0.7333333333333333,Desktop,App,11,0.731646,1,341.6
TXN_001333,905,1166.26,Wallet,Expired Card,1,11,1,0.9166666666666666,Mobile,App,17,0.43958435,0,0.0
TXN_001334,1077,471.3,UPI,Expired Card,0,5,2,0.7142857142857143,Mobile,App,23,0.3898931785714286,0,0.0
TXN_001335,2988,1204.63,Debit Card,Insufficient Funds,0,9,2,0.8181818181818182,Mobile,Web,0,0.5503975159090909,0,0.0
TXN_001336,1891,884.22,Debit Card,Gateway Error,2,6,2,0.75,Mobile,App,8,0.6702894500000001,0,0.0
TXN_001337,1524,631.68,UPI,Bank Decline,1,5,5,0.5,Mobile,App,15,0.3409208,1,631.68
TXN_001338,2902,291.92,UPI,Insufficient Funds,0,7,3,0.7,Mobile,App,23,0.4817702,0,0.0
TXN_001339,1388,1151.0,UPI,Bank Decline,2,9,2,0.8181818181818182,Mobile,Web,17,0.4605315909090909,0,0.0
TXN_001340,1304,848.36,Debit Card,Insufficient Funds,0,10,3,0.7692307692307693,Desktop,App,12,0.5219175615384615,1,848.36
TXN_001341,593,195.89,Debit Card,Bank Decline,1,3,1,0.75,Mobile,App,6,0.49201027500000005,0,0.0
TXN_001342,2762,307.47,Credit Card,Authentication Failure,3,9,0,1.0,Mobile,App,22,0.6517313250000001,1,307.47
TXN_001343,2680,100.0,UPI,Network Timeout,2,12,4,0.75,Mobile,App,9,0.70225,0,0.0
TXN_001344,2107,223.07,UPI,Network Timeout,0,5,4,0.5555555555555556,Tablet,App,12,0.7252756583333334,1,223.07
TXN_001345,128,517.65,UPI,Bank Decline,1,11,1,0.9166666666666666,Mobile,App,18,0.5912058750000001,1,517.65
TXN_001346,736,285.81,Net Banking,Bank Decline,0,5,1,0.8333333333333334,Desktop,Web,13,0.611785475,1,285.81
TXN_001347,2769,341.95,Net Banking,Bank Decline,3,7,1,0.875,Mobile,Web,12,0.42664512499999996,1,341.95
TXN_001348,2574,2023.24,UPI,Bank Decline,2,9,2,0.8181818181818182,Desktop,App,13,0.4583509909090909,1,2023.24
TXN_001349,521,1514.82,UPI,Insufficient Funds,2,11,1,0.9166666666666666,Mobile,Web,13,0.46871294999999996,1,1514.82
TXN_001350,2600,381.56,Debit Card,Bank Decline,2,7,1,0.875,Mobile,App,5,0.4965461,0,0.0
TXN_001351,237,1254.92,UPI,Gateway Error,3,8,1,0.8888888888888888,Mobile,Web,14,0.6826960333333333,1,1254.92
TXN_001352,1305,1757.94,Credit Card,Authentication Failure,1,15,0,1.0,Mobile,App,18,0.78810515,1,1757.94
TXN_001353,1782,1090.99,UPI,Network Timeout,0,6,0,1.0,Mobile,App,3,0.95,1,1090.99
TXN_001354,1302,844.84,UPI,Authentication Failure,2,5,2,0.7142857142857143,Mobile,Web,7,0.5489593285714286,1,844.84
TXN_001355,2542,1601.44,UPI,Network Timeout,0,4,3,0.5714285714285714,Mobile,App,19,0.7313535428571428,1,1601.44
TXN_001356,2052,1231.04,UPI,Insufficient Funds,0,12,4,0.75,Mobile,App,7,0.5094224,0,0.0
TXN_001357,2714,252.02,UPI,Authentication Failure,3,8,2,0.8,Tablet,App,20,0.53186995,0,0.0
TXN_001358,442,571.84,UPI,Network Timeout,2,7,0,1.0,Desktop,App,12,0.8510704,1,571.84
TXN_001359,2077,427.67,UPI,Gateway Error,2,6,0,1.0,Mobile,App,15,0.8214308250000001,1,427.67
TXN_001360,2658,1672.34,UPI,Network Timeout,3,5,0,1.0,Tablet,Web,14,0.7783191500000001,1,1672.34
TXN_001361,805,418.08,UPI,Authentication Failure,0,5,1,0.8333333333333334,Mobile,Web,20,0.7614548,1,418.08
TXN_001362,75,364.4,UPI,Network Timeout,1,6,1,0.8571428571428571,Desktop,App,15,0.835874714285714,1,364.4
TXN_001363,2886,1512.24,Credit Card,Authentication Failure,3,11,0,1.0,Desktop,App,10,0.6487194000000002,1,1512.24
TXN_001364,2176,818.72,Net Banking,Network Timeout,1,6,2,0.75,Mobile,Web,21,0.7704532000000001,1,818.72
TXN_001365,2090,3602.65,UPI,Insufficient Funds,1,11,3,0.7857142857142857,Mobile,App,10,0.45492194642857137,0,0.0
TXN_001366,1380,333.69,UPI,Gateway Error,0,4,0,1.0,Mobile,App,11,0.95,1,333.69
TXN_001367,41,439.19,UPI,Gateway Error,1,7,1,0.875,Desktop,App,17,0.8164020249999999,1,439.19
TXN_001368,2982,1632.02,Debit Card,Gateway Error,1,7,0,1.0,Desktop,App,3,0.8884199500000001,1,1632.02
TXN_001369,2082,239.06,UPI,Insufficient Funds,1,8,1,0.8888888888888888,Desktop,Web,7,0.5252356833333331,0,0.0
TXN_001370,1701,1911.71,UPI,Authentication Failure,1,6,2,0.75,Mobile,Web,0,0.6377207250000001,1,1911.71
TXN_001371,1402,253.16,Net Banking,Gateway Error,0,13,0,1.0,Mobile,Web,8,0.95,0,0.0
TXN_001372,588,1083.75,UPI,Network Timeout,1,8,3,0.7272727272727273,Tablet,App,1,0.7561542613636364,1,1083.75
TXN_001373,1623,152.26,Wallet,Bank Decline,0,12,3,0.8,Mobile,Web,12,0.59211935,1,152.26
TXN_001374,342,689.59,Debit Card,Bank Decline,1,13,9,0.5909090909090909,Mobile,App,17,0.3953214795454546,0,0.0
TXN_001375,2075,222.38,Credit Card,Bank Decline,0,6,1,0.8571428571428571,Mobile,App,16,0.6262297642857142,0,0.0
TXN_001376,646,3105.78,Credit Card,Gateway Error,1,5,2,0.7142857142857143,Desktop,Web,7,0.7133069785714287,0,0.0
TXN_001377,731,282.22,UPI,Bank Decline,0,10,4,0.7142857142857143,Tablet,App,14,0.5403658785714286,1,282.22
TXN_001378,168,342.72,Debit Card,Network Timeout,0,7,2,0.7777777777777778,Mobile,App,11,0.8583098666666666,1,342.72
TXN_001379,610,1020.8,UPI,Insufficient Funds,0,3,4,0.42857142857142855,Mobile,App,13,0.3170908571428572,0,0.0
TXN_001380,2316,411.26,Credit Card,Authentication Failure,0,10,2,0.8333333333333334,Desktop,Web,18,0.76147185,1,411.26
TXN_001381,1773,1164.4,UPI,Insufficient Funds,0,4,3,0.5714285714285714,Mobile,App,15,0.4024461428571428,1,1164.4
TXN_001382,2041,376.64,UPI,Insufficient Funds,0,9,2,0.8181818181818182,Mobile,App,14,0.5524674909090909,0,0.0
TXN_001383,2869,354.12,Credit Card,Authentication Failure,0,9,0,1.0,Mobile,App,17,0.8616147000000001,1,354.12
TXN_001384,455,650.64,Credit Card,Authentication Failure,3,7,1,0.875,Mobile,Web,4,0.5758734,0,0.0
TXN_001385,2954,251.25,UPI,Insufficient Funds,0,10,5,0.6666666666666666,Mobile,App,12,0.46187187499999993,1,251.25
TXN_001386,1709,913.33,Credit Card,Gateway Error,0,9,3,0.75,Mobile,App,11,0.810216675,1,913.33
TXN_001387,2970,1341.9,Debit Card,Authentication Failure,0,8,2,0.8,Mobile,App,22,0.7391452500000001,1,1341.9
TXN_001388,702,1035.25,Credit Card,Authentication Failure,3,6,3,0.6666666666666666,Desktop,App,6,0.449911875,0,0.0
TXN_001389,2682,1112.79,Credit Card,Authentication Failure,1,12,2,0.8571428571428571,Mobile,App,3,0.7040037392857141,1,1112.79
TXN_001390,1600,142.61,Debit Card,Bank Decline,1,10,3,0.7692307692307693,Desktop,App,9,0.5036819365384615,1,142.61
TXN_001391,130,459.75,Debit Card,Bank Decline,2,7,0,1.0,Tablet,App,17,0.571350625,0,0.0
TXN_001392,1846,554.66,Credit Card,Gateway Error,1,6,0,1.0,Desktop,Web,21,0.8911133500000001,1,554.66
TXN_001393,1387,2129.33,Net Banking,Insufficient Funds,1,12,0,1.0,Mobile,App,21,0.587176675,1,2129.33
TXN_001394,2867,417.78,UPI,Gateway Error,0,9,2,0.8181818181818182,Mobile,App,15,0.8523646409090909,1,417.78
TXN_001395,693,105.49,UPI,Bank Decline,1,5,2,0.7142857142857143,Mobile,Web,8,0.4708077035714286,1,105.49
TXN_001396,1395,297.92,Credit Card,Bank Decline,1,9,1,0.9,Desktop,App,4,0.5817552,1,297.92
TXN_001397,794,391.92,UPI,Network Timeout,1,7,3,0.7,Tablet,Web,15,0.7415202,1,391.92
TXN_001398,29,118.49,Net Banking,Expired Card,2,7,1,0.875,Mobile,Web,5,0.347203775,1,118.49
TXN_001399,149,1443.7,UPI,Authentication Failure,0,9,0,1.0,Desktop,App,7,0.85889075,1,1443.7
TXN_001400,1320,189.49,Credit Card,Insufficient Funds,2,17,1,0.9444444444444444,Mobile,Web,12,0.48869294166666655,0,0.0
TXN_001401,2059,950.34,Credit Card,Expired Card,3,9,1,0.9,Desktop,App,3,0.29012414999999997,0,0.0
TXN_001402,2724,277.57,UPI,Bank Decline,0,9,1,0.9,Desktop,App,8,0.651806075,1,277.57
TXN_001403,1137,2220.72,Debit Card,Authentication Failure,0,10,2,0.8333333333333334,Mobile,App,10,0.7569482,1,2220.72
